review_id=R000001 | customer_id=C008526 | product_id=P01279 | product=toy set | date=2024-09-07 | rating=3/5 | sentiment=Neutral | review=Decent product but the packaging could be better.
review_id=R003917 | customer_id=C002226 | product_id=P01110 | product=jacket | date=2022-09-21 | rating=5/5 | sentiment=Positive | review=Absolutely love this item. Exceeded my expectations.
review_id=R003918 | customer_id=C009097 | product_id=P01903 | product=coffee maker | date=2022-08-07 | rating=2/5 | sentiment=Negative | review=Delivery was extremely late. Customer service unhelpful.
review_id=R003919 | customer_id=C006686 | product_id=P00005 | product=watch | date=2022-02-08 | rating=3/5 | sentiment=Neutral | review=Decent product but the packaging could be better.
review_id=R003920 | customer_id=C009120 | product_id=P01737 | product=skincare kit | date=2023-06-19 | rating=5/5 | sentiment=Positive | review=Five stars. Brilliant product and super quick delivery.
review_id=R003921 | customer_id=C007107 | product_id=P00950 | product=jacket | date=2024-11-08 | rating=5/5 | sentiment=Positive | review=Outstanding customer service. Highly recommend.
review_id=R003922 | customer_id=C003297 | product_id=P01797 | product=headphones | date=2023-04-06 | rating=5/5 | sentiment=Positive | review=Very happy with my purchase. Top quality.
review_id=R003923 | customer_id=C008883 | product_id=P01362 | product=blender | date=2023-06-28 | rating=3/5 | sentiment=Neutral | review=Good enough for the price. Would consider buying again.
review_id=R003924 | customer_id=C007572 | product_id=P01222 | product=skincare kit | date=2022-11-23 | rating=1/5 | sentiment=Negative | review=Delivery was extremely late. Customer service unhelpful.
review_id=R003925 | customer_id=C006820 | product_id=P00342 | product=trainers | date=2024-09-01 | rating=1/5 | sentiment=Negative | review=Delivery was extremely late. Customer service unhelpful.
review_id=R003926 | customer_id=C002631 | product_id=P00454 | product=laptop | date=2023-02-26 | rating=4/5 | sentiment=Positive | review=Absolutely love this item. Exceeded my expectations.
review_id=R003927 | customer_id=C008379 | product_id=P00982 | product=novel | date=2022-08-29 | rating=2/5 | sentiment=Negative | review=Product stopped working after two weeks. Disappointing.
review_id=R003928 | customer_id=C002427 | product_id=P00122 | product=watch | date=2024-03-29 | rating=2/5 | sentiment=Negative | review=Delivery was extremely late. Customer service unhelpful.
review_id=R003929 | customer_id=C002106 | product_id=P01617 | product=jacket | date=2022-09-13 | rating=3/5 | sentiment=Neutral | review=Mixed feelings. Product is fine but instructions unclear.
review_id=R003930 | customer_id=C005609 | product_id=P00389 | product=skincare kit | date=2022-02-06 | rating=3/5 | sentiment=Neutral | review=Reasonable quality. Neutral about overall experience.
review_id=R003931 | customer_id=C001600 | product_id=P01792 | product=trainers | date=2022-09-07 | rating=1/5 | sentiment=Negative | review=Poor build quality. Expected much better at this price.
review_id=R003932 | customer_id=C000242 | product_id=P00315 | product=blender | date=2023-07-25 | rating=1/5 | sentiment=Negative | review=Terrible experience. Took 3 weeks and arrived damaged.
review_id=R003933 | customer_id=C002066 | product_id=P00988 | product=watch | date=2023-06-03 | rating=2/5 | sentiment=Negative | review=Had to return the item. Process was a hassle.
review_id=R003934 | customer_id=C009455 | product_id=P00042 | product=laptop | date=2023-10-24 | rating=5/5 | sentiment=Positive | review=Product quality is excellent and delivery was fast.
review_id=R003935 | customer_id=C009414 | product_id=P00414 | product=toy set | date=2023-06-10 | rating=1/5 | sentiment=Negative | review=Had to return the item. Process was a hassle.
review_id=R003936 | customer_id=C002390 | product_id=P00930 | product=trainers | date=2022-12-01 | rating=2/5 | sentiment=Negative | review=Would not recommend. Product broke on first use.
review_id=R003937 | customer_id=C009121 | product_id=P00665 | product=toy set | date=2023-12-22 | rating=1/5 | sentiment=Negative | review=Would not recommend. Product broke on first use.
review_id=R003938 | customer_id=C002202 | product_id=P00763 | product=watch | date=2024-11-24 | rating=4/5 | sentiment=Positive | review=Packaging was perfect and the item works flawlessly.
review_id=R003939 | customer_id=C000536 | product_id=P00998 | product=coffee maker | date=2022-08-31 | rating=3/5 | sentiment=Neutral | review=Mixed feelings. Product is fine but instructions unclear.
review_id=R003940 | customer_id=C004033 | product_id=P00855 | product=skincare kit | date=2022-12-25 | rating=3/5 | sentiment=Neutral | review=Mixed feelings. Product is fine but instructions unclear.
review_id=R003941 | customer_id=C003068 | product_id=P00721 | product=novel | date=2024-03-14 | rating=1/5 | sentiment=Negative | review=Very disappointed. Item was missing components.
review_id=R003942 | customer_id=C000679 | product_id=P01340 | product=headphones | date=2022-07-09 | rating=3/5 | sentiment=Neutral | review=Product is okay. Nothing special but does the job.
review_id=R003943 | customer_id=C008246 | product_id=P01119 | product=jacket | date=2023-06-30 | rating=5/5 | sentiment=Positive | review=Great value for money. Will definitely buy again.
review_id=R003944 | customer_id=C002259 | product_id=P01590 | product=trainers | date=2024-03-06 | rating=5/5 | sentiment=Positive | review=Five stars. Brilliant product and super quick delivery.
review_id=R003945 | customer_id=C004207 | product_id=P01890 | product=jacket | date=2024-03-04 | rating=3/5 | sentiment=Neutral | review=Works as advertised. Not blown away but satisfied.
review_id=R003946 | customer_id=C005339 | product_id=P01586 | product=blender | date=2024-05-17 | rating=3/5 | sentiment=Neutral | review=It arrived on time. Product is functional if basic.
review_id=R003947 | customer_id=C009927 | product_id=P00991 | product=blender | date=2024-07-25 | rating=2/5 | sentiment=Negative | review=Delivery was extremely late. Customer service unhelpful.
review_id=R003948 | customer_id=C007477 | product_id=P01526 | product=trainers | date=2024-02-06 | rating=2/5 | sentiment=Negative | review=Had to return the item. Process was a hassle.
review_id=R003949 | customer_id=C007121 | product_id=P01845 | product=blender | date=2024-09-12 | rating=4/5 | sentiment=Positive | review=Five stars. Brilliant product and super quick delivery.
review_id=R003950 | customer_id=C006816 | product_id=P00854 | product=trainers | date=2023-01-10 | rating=3/5 | sentiment=Neutral | review=Good enough for the price. Would consider buying again.
review_id=R003951 | customer_id=C003612 | product_id=P01585 | product=toy set | date=2024-01-04 | rating=3/5 | sentiment=Neutral | review=Mixed feelings. Product is fine but instructions unclear.
review_id=R003952 | customer_id=C004479 | product_id=P01088 | product=toy set | date=2023-03-19 | rating=3/5 | sentiment=Neutral | review=Product is okay. Nothing special but does the job.
review_id=R003953 | customer_id=C003681 | product_id=P00668 | product=novel | date=2023-06-07 | rating=1/5 | sentiment=Negative | review=Terrible experience. Took 3 weeks and arrived damaged.
review_id=R003954 | customer_id=C003256 | product_id=P00262 | product=novel | date=2023-03-22 | rating=5/5 | sentiment=Positive | review=Product quality is excellent and delivery was fast.
review_id=R003955 | customer_id=C000806 | product_id=P00202 | product=novel | date=2022-03-26 | rating=3/5 | sentiment=Neutral | review=Decent product but the packaging could be better.
review_id=R003956 | customer_id=C008713 | product_id=P01553 | product=trainers | date=2024-04-20 | rating=4/5 | sentiment=Positive | review=Five stars. Brilliant product and super quick delivery.
review_id=R003957 | customer_id=C007646 | product_id=P00208 | product=laptop | date=2023-01-31 | rating=3/5 | sentiment=Neutral | review=Good enough for the price. Would consider buying again.
review_id=R003958 | customer_id=C009628 | product_id=P00635 | product=coffee maker | date=2023-03-31 | rating=1/5 | sentiment=Negative | review=Had to return the item. Process was a hassle.
review_id=R003959 | customer_id=C005958 | product_id=P00485 | product=blender | date=2022-05-14 | rating=2/5 | sentiment=Negative | review=Product stopped working after two weeks. Disappointing.
review_id=R003960 | customer_id=C006164 | product_id=P01479 | product=coffee maker | date=2023-09-06 | rating=1/5 | sentiment=Negative | review=Would not recommend. Product broke on first use.
review_id=R003961 | customer_id=C009579 | product_id=P01110 | product=trainers | date=2023-03-31 | rating=1/5 | sentiment=Negative | review=Quality does not match the product images at all.
review_id=R003962 | customer_id=C002223 | product_id=P01592 | product=novel | date=2024-04-22 | rating=2/5 | sentiment=Negative | review=Delivery was extremely late. Customer service unhelpful.
review_id=R003963 | customer_id=C006248 | product_id=P01107 | product=headphones | date=2022-04-15 | rating=1/5 | sentiment=Negative | review=Product stopped working after two weeks. Disappointing.
review_id=R003964 | customer_id=C003853 | product_id=P01535 | product=toy set | date=2022-11-13 | rating=4/5 | sentiment=Positive | review=Great value for money. Will definitely buy again.
review_id=R003965 | customer_id=C003023 | product_id=P01628 | product=toy set | date=2022-08-21 | rating=3/5 | sentiment=Neutral | review=Works as advertised. Not blown away but satisfied.
review_id=R003966 | customer_id=C003270 | product_id=P01145 | product=coffee maker | date=2024-05-31 | rating=4/5 | sentiment=Positive | review=Very happy with my purchase. Top quality.
review_id=R003967 | customer_id=C004983 | product_id=P00320 | product=skincare kit | date=2024-05-18 | rating=1/5 | sentiment=Negative | review=Very disappointed. Item was missing components.
review_id=R003968 | customer_id=C009158 | product_id=P01474 | product=trainers | date=2024-06-23 | rating=2/5 | sentiment=Negative | review=Quality does not match the product images at all.
review_id=R003969 | customer_id=C004035 | product_id=P00396 | product=jacket | date=2024-06-07 | rating=1/5 | sentiment=Negative | review=Misleading description. Product is much smaller than shown.
review_id=R003970 | customer_id=C004747 | product_id=P01603 | product=jacket | date=2022-08-02 | rating=3/5 | sentiment=Neutral | review=It arrived on time. Product is functional if basic.
review_id=R003971 | customer_id=C001602 | product_id=P01179 | product=watch | date=2023-10-26 | rating=5/5 | sentiment=Positive | review=Very happy with my purchase. Top quality.
review_id=R003972 | customer_id=C001669 | product_id=P01279 | product=blender | date=2024-03-22 | rating=3/5 | sentiment=Neutral | review=It arrived on time. Product is functional if basic.
review_id=R003973 | customer_id=C007449 | product_id=P00124 | product=jacket | date=2022-02-07 | rating=2/5 | sentiment=Negative | review=Poor build quality. Expected much better at this price.
review_id=R003974 | customer_id=C004373 | product_id=P00206 | product=toy set | date=2023-11-09 | rating=1/5 | sentiment=Negative | review=Poor build quality. Expected much better at this price.
review_id=R003975 | customer_id=C007920 | product_id=P00802 | product=blender | date=2023-12-10 | rating=5/5 | sentiment=Positive | review=Arrived ahead of schedule and in perfect condition.
review_id=R003976 | customer_id=C004501 | product_id=P01645 | product=blender | date=2023-03-29 | rating=2/5 | sentiment=Negative | review=Had to return the item. Process was a hassle.
review_id=R003977 | customer_id=C004812 | product_id=P00808 | product=toy set | date=2022-01-13 | rating=1/5 | sentiment=Negative | review=Misleading description. Product is much smaller than shown.
review_id=R003978 | customer_id=C000113 | product_id=P00103 | product=coffee maker | date=2023-07-02 | rating=3/5 | sentiment=Neutral | review=Product is okay. Nothing special but does the job.
review_id=R003979 | customer_id=C001307 | product_id=P01462 | product=jacket | date=2024-08-23 | rating=5/5 | sentiment=Positive | review=Arrived ahead of schedule and in perfect condition.
review_id=R003980 | customer_id=C005991 | product_id=P01251 | product=novel | date=2023-01-16 | rating=1/5 | sentiment=Negative | review=Delivery was extremely late. Customer service unhelpful.
review_id=R003981 | customer_id=C002637 | product_id=P00063 | product=laptop | date=2022-06-19 | rating=3/5 | sentiment=Neutral | review=Reasonable quality. Neutral about overall experience.
review_id=R003982 | customer_id=C007303 | product_id=P01966 | product=trainers | date=2022-03-11 | rating=5/5 | sentiment=Positive | review=Arrived ahead of schedule and in perfect condition.
review_id=R003983 | customer_id=C002855 | product_id=P01937 | product=blender | date=2024-07-08 | rating=1/5 | sentiment=Negative | review=Packaging was damaged but support resolved it quickly.
review_id=R003984 | customer_id=C002639 | product_id=P01721 | product=headphones | date=2023-07-14 | rating=1/5 | sentiment=Negative | review=Would not recommend. Product broke on first use.
review_id=R003985 | customer_id=C008405 | product_id=P01438 | product=trainers | date=2024-07-08 | rating=5/5 | sentiment=Positive | review=Absolutely love this item. Exceeded my expectations.
review_id=R003986 | customer_id=C008983 | product_id=P01989 | product=toy set | date=2023-12-01 | rating=3/5 | sentiment=Neutral | review=Average quality. Delivery took longer than expected.
review_id=R003987 | customer_id=C001573 | product_id=P01096 | product=blender | date=2023-03-04 | rating=3/5 | sentiment=Neutral | review=Good enough for the price. Would consider buying again.
review_id=R003988 | customer_id=C005615 | product_id=P01214 | product=blender | date=2024-09-06 | rating=2/5 | sentiment=Negative | review=Would not recommend. Product broke on first use.
review_id=R003989 | customer_id=C007622 | product_id=P01671 | product=watch | date=2022-08-30 | rating=2/5 | sentiment=Negative | review=Product stopped working after two weeks. Disappointing.
review_id=R003990 | customer_id=C009443 | product_id=P01047 | product=headphones | date=2023-09-01 | rating=5/5 | sentiment=Positive | review=Product quality is excellent and delivery was fast.
review_id=R003991 | customer_id=C008736 | product_id=P00101 | product=blender | date=2024-12-18 | rating=1/5 | sentiment=Negative | review=Terrible experience. Took 3 weeks and arrived damaged.
review_id=R003992 | customer_id=C005347 | product_id=P01766 | product=trainers | date=2023-10-14 | rating=3/5 | sentiment=Neutral | review=Works as advertised. Not blown away but satisfied.
review_id=R003993 | customer_id=C001560 | product_id=P01912 | product=toy set | date=2022-08-18 | rating=3/5 | sentiment=Neutral | review=Product is okay. Nothing special but does the job.
review_id=R003994 | customer_id=C009143 | product_id=P00960 | product=jacket | date=2022-05-03 | rating=3/5 | sentiment=Neutral | review=Average quality. Delivery took longer than expected.
review_id=R003995 | customer_id=C009672 | product_id=P00295 | product=watch | date=2023-12-05 | rating=3/5 | sentiment=Neutral | review=Average quality. Delivery took longer than expected.
review_id=R003996 | customer_id=C002477 | product_id=P00767 | product=novel | date=2024-06-26 | rating=4/5 | sentiment=Positive | review=Great value for money. Will definitely buy again.
review_id=R003997 | customer_id=C001763 | product_id=P00037 | product=headphones | date=2023-05-09 | rating=5/5 | sentiment=Positive | review=Very happy with my purchase. Top quality.
review_id=R003998 | customer_id=C001346 | product_id=P00845 | product=jacket | date=2023-03-30 | rating=3/5 | sentiment=Neutral | review=Reasonable quality. Neutral about overall experience.
review_id=R003999 | customer_id=C005875 | product_id=P00886 | product=trainers | date=2024-02-11 | rating=3/5 | sentiment=Neutral | review=Mixed feelings. Product is fine but instructions unclear.
review_id=R004000 | customer_id=C001828 | product_id=P00134 | product=jacket | date=2024-10-15 | rating=5/5 | sentiment=Positive | review=Exactly what I needed. Amazing quality for the price.
review_id=R004001 | customer_id=C005525 | product_id=P00852 | product=laptop | date=2022-06-11 | rating=5/5 | sentiment=Positive | review=Fast shipping and product exactly as described.
review_id=R004002 | customer_id=C008763 | product_id=P00758 | product=toy set | date=2024-10-08 | rating=3/5 | sentiment=Neutral | review=Average quality. Delivery took longer than expected.
review_id=R004003 | customer_id=C004204 | product_id=P00324 | product=trainers | date=2022-11-24 | rating=5/5 | sentiment=Positive | review=Five stars. Brilliant product and super quick delivery.
review_id=R004004 | customer_id=C009609 | product_id=P01005 | product=blender | date=2024-03-12 | rating=5/5 | sentiment=Positive | review=Product quality is excellent and delivery was fast.
review_id=R004005 | customer_id=C001411 | product_id=P01305 | product=skincare kit | date=2023-02-25 | rating=4/5 | sentiment=Positive | review=Absolutely love this item. Exceeded my expectations.
review_id=R004006 | customer_id=C005108 | product_id=P00425 | product=skincare kit | date=2023-09-18 | rating=3/5 | sentiment=Neutral | review=Good enough for the price. Would consider buying again.
review_id=R004007 | customer_id=C009777 | product_id=P01655 | product=jacket | date=2023-03-31 | rating=2/5 | sentiment=Negative | review=Misleading description. Product is much smaller than shown.
review_id=R004008 | customer_id=C002874 | product_id=P00608 | product=laptop | date=2024-02-23 | rating=4/5 | sentiment=Positive | review=Very happy with my purchase. Top quality.
review_id=R004009 | customer_id=C006642 | product_id=P00401 | product=headphones | date=2022-11-05 | rating=3/5 | sentiment=Neutral | review=Good enough for the price. Would consider buying again.
review_id=R004010 | customer_id=C004942 | product_id=P01293 | product=jacket | date=2024-03-09 | rating=5/5 | sentiment=Positive | review=Absolutely love this item. Exceeded my expectations.
review_id=R004011 | customer_id=C000891 | product_id=P01876 | product=blender | date=2024-03-19 | rating=1/5 | sentiment=Negative | review=Product stopped working after two weeks. Disappointing.
review_id=R004012 | customer_id=C007700 | product_id=P00747 | product=headphones | date=2022-06-03 | rating=2/5 | sentiment=Negative | review=Misleading description. Product is much smaller than shown.
review_id=R004013 | customer_id=C000393 | product_id=P00814 | product=novel | date=2022-06-17 | rating=1/5 | sentiment=Negative | review=Misleading description. Product is much smaller than shown.
review_id=R004014 | customer_id=C002986 | product_id=P00817 | product=toy set | date=2022-08-17 | rating=3/5 | sentiment=Neutral | review=Decent product but the packaging could be better.
review_id=R004015 | customer_id=C005018 | product_id=P01949 | product=headphones | date=2022-04-24 | rating=2/5 | sentiment=Negative | review=Misleading description. Product is much smaller than shown.
review_id=R004016 | customer_id=C003552 | product_id=P01333 | product=toy set | date=2024-12-22 | rating=4/5 | sentiment=Positive | review=Packaging was perfect and the item works flawlessly.
review_id=R004017 | customer_id=C008567 | product_id=P01452 | product=watch | date=2022-11-11 | rating=4/5 | sentiment=Positive | review=Outstanding customer service. Highly recommend.
review_id=R004018 | customer_id=C001415 | product_id=P00728 | product=novel | date=2024-04-12 | rating=3/5 | sentiment=Neutral | review=Reasonable quality. Neutral about overall experience.
review_id=R004019 | customer_id=C001975 | product_id=P00841 | product=watch | date=2022-02-18 | rating=2/5 | sentiment=Negative | review=Would not recommend. Product broke on first use.
review_id=R004020 | customer_id=C000754 | product_id=P01153 | product=coffee maker | date=2024-06-02 | rating=4/5 | sentiment=Positive | review=Packaging was perfect and the item works flawlessly.
review_id=R004021 | customer_id=C006706 | product_id=P01289 | product=laptop | date=2023-04-01 | rating=3/5 | sentiment=Neutral | review=Reasonable quality. Neutral about overall experience.
review_id=R004022 | customer_id=C002449 | product_id=P00474 | product=laptop | date=2024-04-21 | rating=2/5 | sentiment=Negative | review=Packaging was damaged but support resolved it quickly.
review_id=R004023 | customer_id=C004501 | product_id=P01164 | product=novel | date=2024-12-10 | rating=1/5 | sentiment=Negative | review=Delivery was extremely late. Customer service unhelpful.
review_id=R004024 | customer_id=C008242 | product_id=P01799 | product=laptop | date=2024-05-10 | rating=4/5 | sentiment=Positive | review=Absolutely love this item. Exceeded my expectations.
review_id=R004025 | customer_id=C008460 | product_id=P00798 | product=trainers | date=2022-03-09 | rating=4/5 | sentiment=Positive | review=Very happy with my purchase. Top quality.
review_id=R004026 | customer_id=C007653 | product_id=P01939 | product=blender | date=2023-11-28 | rating=1/5 | sentiment=Negative | review=Packaging was damaged but support resolved it quickly.
review_id=R004027 | customer_id=C008812 | product_id=P01196 | product=skincare kit | date=2022-03-27 | rating=3/5 | sentiment=Neutral | review=Mixed feelings. Product is fine but instructions unclear.
review_id=R004028 | customer_id=C007945 | product_id=P01570 | product=laptop | date=2022-05-30 | rating=1/5 | sentiment=Negative | review=Very disappointed. Item was missing components.
review_id=R004029 | customer_id=C003330 | product_id=P01226 | product=coffee maker | date=2022-08-20 | rating=5/5 | sentiment=Positive | review=Very happy with my purchase. Top quality.
review_id=R004030 | customer_id=C000621 | product_id=P01802 | product=skincare kit | date=2023-02-19 | rating=2/5 | sentiment=Negative | review=Would not recommend. Product broke on first use.
review_id=R004031 | customer_id=C009614 | product_id=P01491 | product=skincare kit | date=2023-02-20 | rating=3/5 | sentiment=Neutral | review=Product is okay. Nothing special but does the job.
review_id=R004032 | customer_id=C009590 | product_id=P01082 | product=watch | date=2023-04-30 | rating=2/5 | sentiment=Negative | review=Quality does not match the product images at all.
review_id=R004033 | customer_id=C005747 | product_id=P01922 | product=headphones | date=2022-08-07 | rating=5/5 | sentiment=Positive | review=Product quality is excellent and delivery was fast.
review_id=R004034 | customer_id=C006464 | product_id=P01118 | product=novel | date=2022-10-21 | rating=3/5 | sentiment=Neutral | review=Average quality. Delivery took longer than expected.
review_id=R004035 | customer_id=C001300 | product_id=P01338 | product=skincare kit | date=2024-12-04 | rating=5/5 | sentiment=Positive | review=Arrived ahead of schedule and in perfect condition.
review_id=R004036 | customer_id=C005022 | product_id=P00898 | product=laptop | date=2024-01-17 | rating=3/5 | sentiment=Neutral | review=Works as advertised. Not blown away but satisfied.
review_id=R004037 | customer_id=C006397 | product_id=P01441 | product=novel | date=2024-05-01 | rating=5/5 | sentiment=Positive | review=Five stars. Brilliant product and super quick delivery.
review_id=R004038 | customer_id=C005291 | product_id=P00770 | product=jacket | date=2022-01-01 | rating=3/5 | sentiment=Neutral | review=Good enough for the price. Would consider buying again.
review_id=R004039 | customer_id=C001676 | product_id=P00472 | product=headphones | date=2022-05-11 | rating=4/5 | sentiment=Positive | review=Exactly what I needed. Amazing quality for the price.
review_id=R004040 | customer_id=C007877 | product_id=P01830 | product=jacket | date=2023-01-12 | rating=3/5 | sentiment=Neutral | review=Reasonable quality. Neutral about overall experience.
review_id=R004041 | customer_id=C009088 | product_id=P01751 | product=coffee maker | date=2023-10-25 | rating=3/5 | sentiment=Neutral | review=Mixed feelings. Product is fine but instructions unclear.
review_id=R004042 | customer_id=C005730 | product_id=P01400 | product=coffee maker | date=2024-12-03 | rating=1/5 | sentiment=Negative | review=Misleading description. Product is much smaller than shown.
review_id=R004043 | customer_id=C005741 | product_id=P00121 | product=laptop | date=2022-11-01 | rating=3/5 | sentiment=Neutral | review=Decent product but the packaging could be better.
review_id=R004044 | customer_id=C001175 | product_id=P00433 | product=trainers | date=2022-03-24 | rating=4/5 | sentiment=Positive | review=Five stars. Brilliant product and super quick delivery.
review_id=R004045 | customer_id=C000755 | product_id=P00738 | product=watch | date=2024-04-27 | rating=2/5 | sentiment=Negative | review=Had to return the item. Process was a hassle.
review_id=R004046 | customer_id=C009930 | product_id=P01985 | product=novel | date=2023-06-27 | rating=5/5 | sentiment=Positive | review=Arrived ahead of schedule and in perfect condition.
review_id=R004047 | customer_id=C007463 | product_id=P00990 | product=laptop | date=2023-09-25 | rating=2/5 | sentiment=Negative | review=Misleading description. Product is much smaller than shown.
review_id=R004048 | customer_id=C000746 | product_id=P00949 | product=toy set | date=2022-08-13 | rating=3/5 | sentiment=Neutral | review=Mixed feelings. Product is fine but instructions unclear.
review_id=R004049 | customer_id=C008639 | product_id=P01303 | product=trainers | date=2022-04-07 | rating=2/5 | sentiment=Negative | review=Very disappointed. Item was missing components.
review_id=R004050 | customer_id=C008742 | product_id=P00808 | product=watch | date=2022-02-16 | rating=1/5 | sentiment=Negative | review=Delivery was extremely late. Customer service unhelpful.
review_id=R004051 | customer_id=C007926 | product_id=P01132 | product=trainers | date=2024-03-24 | rating=3/5 | sentiment=Neutral | review=Good enough for the price. Would consider buying again.
review_id=R004052 | customer_id=C005857 | product_id=P01783 | product=jacket | date=2024-05-16 | rating=3/5 | sentiment=Neutral | review=Average quality. Delivery took longer than expected.
review_id=R004053 | customer_id=C003357 | product_id=P00291 | product=novel | date=2024-10-22 | rating=5/5 | sentiment=Positive | review=Outstanding customer service. Highly recommend.
review_id=R004054 | customer_id=C001842 | product_id=P00088 | product=jacket | date=2023-06-16 | rating=3/5 | sentiment=Neutral | review=Product is okay. Nothing special but does the job.
review_id=R004055 | customer_id=C004679 | product_id=P01141 | product=laptop | date=2022-05-24 | rating=3/5 | sentiment=Neutral | review=Average quality. Delivery took longer than expected.
review_id=R004056 | customer_id=C000815 | product_id=P01590 | product=jacket | date=2022-02-23 | rating=5/5 | sentiment=Positive | review=Fast shipping and product exactly as described.
review_id=R004057 | customer_id=C007601 | product_id=P01456 | product=headphones | date=2024-06-26 | rating=2/5 | sentiment=Negative | review=Product stopped working after two weeks. Disappointing.
review_id=R004058 | customer_id=C009797 | product_id=P01180 | product=watch | date=2022-02-06 | rating=1/5 | sentiment=Negative | review=Quality does not match the product images at all.
review_id=R004059 | customer_id=C000956 | product_id=P00710 | product=watch | date=2024-06-21 | rating=5/5 | sentiment=Positive | review=Packaging was perfect and the item works flawlessly.
review_id=R004060 | customer_id=C000692 | product_id=P01002 | product=laptop | date=2023-06-06 | rating=3/5 | sentiment=Neutral | review=It arrived on time. Product is functional if basic.
review_id=R004061 | customer_id=C000345 | product_id=P00881 | product=blender | date=2023-09-19 | rating=1/5 | sentiment=Negative | review=Product stopped working after two weeks. Disappointing.
review_id=R004062 | customer_id=C001558 | product_id=P00322 | product=coffee maker | date=2024-05-11 | rating=1/5 | sentiment=Negative | review=Very disappointed. Item was missing components.
review_id=R004063 | customer_id=C001534 | product_id=P01423 | product=coffee maker | date=2023-06-21 | rating=4/5 | sentiment=Positive | review=Five stars. Brilliant product and super quick delivery.
review_id=R004064 | customer_id=C004634 | product_id=P00943 | product=coffee maker | date=2023-11-21 | rating=1/5 | sentiment=Negative | review=Would not recommend. Product broke on first use.
review_id=R004065 | customer_id=C004398 | product_id=P01557 | product=laptop | date=2023-06-26 | rating=1/5 | sentiment=Negative | review=Had to return the item. Process was a hassle.
review_id=R004066 | customer_id=C000642 | product_id=P01393 | product=headphones | date=2024-12-28 | rating=3/5 | sentiment=Neutral | review=Product is okay. Nothing special but does the job.
review_id=R004067 | customer_id=C004517 | product_id=P00448 | product=coffee maker | date=2022-06-03 | rating=3/5 | sentiment=Neutral | review=It arrived on time. Product is functional if basic.
review_id=R004068 | customer_id=C003472 | product_id=P01705 | product=headphones | date=2024-06-14 | rating=4/5 | sentiment=Positive | review=Very happy with my purchase. Top quality.
review_id=R004069 | customer_id=C003291 | product_id=P00450 | product=watch | date=2024-09-28 | rating=3/5 | sentiment=Neutral | review=Reasonable quality. Neutral about overall experience.
review_id=R004070 | customer_id=C003067 | product_id=P00236 | product=laptop | date=2024-06-15 | rating=5/5 | sentiment=Positive | review=Packaging was perfect and the item works flawlessly.
review_id=R004071 | customer_id=C005454 | product_id=P01212 | product=novel | date=2024-02-28 | rating=5/5 | sentiment=Positive | review=Great value for money. Will definitely buy again.
review_id=R004072 | customer_id=C002653 | product_id=P00662 | product=jacket | date=2023-01-08 | rating=5/5 | sentiment=Positive | review=Arrived ahead of schedule and in perfect condition.
review_id=R004073 | customer_id=C006306 | product_id=P01228 | product=laptop | date=2023-04-07 | rating=3/5 | sentiment=Neutral | review=Reasonable quality. Neutral about overall experience.
review_id=R004074 | customer_id=C003529 | product_id=P00766 | product=blender | date=2022-06-07 | rating=2/5 | sentiment=Negative | review=Quality does not match the product images at all.
review_id=R004075 | customer_id=C006844 | product_id=P00980 | product=laptop | date=2022-03-01 | rating=4/5 | sentiment=Positive | review=Five stars. Brilliant product and super quick delivery.
review_id=R004076 | customer_id=C004412 | product_id=P01163 | product=skincare kit | date=2024-09-05 | rating=3/5 | sentiment=Neutral | review=It arrived on time. Product is functional if basic.
review_id=R004077 | customer_id=C009326 | product_id=P01322 | product=novel | date=2023-06-02 | rating=5/5 | sentiment=Positive | review=Five stars. Brilliant product and super quick delivery.
review_id=R004078 | customer_id=C009546 | product_id=P01636 | product=toy set | date=2024-05-20 | rating=4/5 | sentiment=Positive | review=Great value for money. Will definitely buy again.
review_id=R004079 | customer_id=C006556 | product_id=P01279 | product=novel | date=2023-10-28 | rating=3/5 | sentiment=Neutral | review=Decent product but the packaging could be better.
review_id=R004080 | customer_id=C008887 | product_id=P00769 | product=headphones | date=2023-01-09 | rating=1/5 | sentiment=Negative | review=Product stopped working after two weeks. Disappointing.
review_id=R004081 | customer_id=C009144 | product_id=P01082 | product=toy set | date=2024-08-22 | rating=3/5 | sentiment=Neutral | review=Average quality. Delivery took longer than expected.
review_id=R004082 | customer_id=C000032 | product_id=P01199 | product=toy set | date=2023-07-02 | rating=5/5 | sentiment=Positive | review=Packaging was perfect and the item works flawlessly.
review_id=R004083 | customer_id=C006593 | product_id=P00982 | product=jacket | date=2024-03-14 | rating=3/5 | sentiment=Neutral | review=Good enough for the price. Would consider buying again.
review_id=R004084 | customer_id=C006045 | product_id=P01735 | product=coffee maker | date=2022-03-29 | rating=5/5 | sentiment=Positive | review=Exactly what I needed. Amazing quality for the price.
review_id=R004085 | customer_id=C005350 | product_id=P01121 | product=headphones | date=2023-12-05 | rating=1/5 | sentiment=Negative | review=Terrible experience. Took 3 weeks and arrived damaged.
review_id=R004086 | customer_id=C005371 | product_id=P01881 | product=novel | date=2024-07-18 | rating=3/5 | sentiment=Neutral | review=Reasonable quality. Neutral about overall experience.
review_id=R004087 | customer_id=C009545 | product_id=P01981 | product=coffee maker | date=2022-01-30 | rating=2/5 | sentiment=Negative | review=Misleading description. Product is much smaller than shown.
